Text,Tint,Tref,Cooler,Resistor,Data,Hora
26.879999,45.020508,45.000000,0.000000,100.000000,2021/3/20, 22:40:39
26.889999,45.020508,45.000000,0.000000,98.444336,2021/3/20, 22:40:40
26.879999,43.892578,45.000000,0.000000,100.000000,2021/3/20, 22:40:41
26.879999,43.892578,45.000000,0.000000,100.000000,2021/3/20, 22:40:42
26.879999,44.472656,45.000000,0.000000,99.736328,2021/3/20, 22:40:43
26.879999,44.472656,45.000000,0.000000,100.000000,2021/3/20, 22:40:44
26.879999,44.666016,45.000000,0.000000,100.000000,2021/3/20, 22:40:45
26.889999,44.666016,45.000000,0.000000,100.000000,2021/3/20, 22:40:46
26.889999,44.666016,45.000000,0.000000,100.000000,2021/3/20, 22:40:47
26.889999,44.247070,45.000000,0.000000,100.000000,2021/3/20, 22:40:48
26.889999,44.247070,45.000000,0.000000,100.000000,2021/3/20, 22:40:49
26.889999,44.569336,45.000000,0.000000,100.000000,2021/3/20, 22:40:50
26.879999,44.569336,45.000000,0.000000,100.000000,2021/3/20, 22:40:51
26.889999,47.598633,45.000000,0.000000,69.261719,2021/3/20, 22:40:52
26.879999,47.598633,45.000000,0.000000,81.809570,2021/3/20, 22:40:53
26.879999,47.276367,45.000000,0.000000,82.755859,2021/3/20, 22:40:54
26.889999,47.276367,45.000000,0.000000,78.868164,2021/3/20, 22:40:55
26.879999,48.114258,45.000000,0.000000,67.375000,2021/3/20, 22:40:56
26.889999,48.114258,45.000000,0.000000,68.450195,2021/3/20, 22:40:57
26.889999,48.307617,45.000000,0.000000,63.208984,2021/3/20, 22:40:58
26.900000,48.307617,45.000000,0.000000,60.868164,2021/3/20, 22:40:59
26.889999,49.048828,45.000000,0.000000,49.407227,2021/3/20, 22:41:00
26.889999,49.048828,45.000000,0.000000,49.064453,2021/3/20, 22:41:01
26.889999,47.759766,45.000000,0.000000,59.195312,2021/3/20, 22:41:02
26.900000,47.759766,45.000000,0.000000,49.990234,2021/3/20, 22:41:03
26.879999,48.436523,45.000000,0.000000,39.786133,2021/3/20, 22:41:04
